roll_no,total_time,compiled,compiled successfully,ran_tests,test_results,modified,add_lines,change,remove_lines,cps,paste_lines,max_pastes,average_test_results,avg_paste,op
A2017\student7704,2347424,331,208,286,239,12015,2929,10392,346,0.001029213,888,46,0.835664336,2.720720721,0
A2017\student7708,2066728,467,233,225,189,12742,4320,10897,387,0.002324931,1992,66,0.84,2.412148594,1
A2017\student7709,8223080,2155,1507,732,292,43532,18320,37365,2144,0.002803086,10847,96,0.398907104,2.125011524,1
A2017\student7742,6218416,1599,1011,829,486,40208,14622,34500,2432,0.002278072,6731,48,0.586248492,2.1045907,1
A2017\student7755,0,,,,,1,1,,,,,,,,0
A2017\student7769,4249704,743,407,895,484,21075,7842,17366,866,0.002470996,2831,198,0.540782123,3.709290004,1
A2017\student7771,10704,6,6,,,31,60,12,,0.007100149,46,2,,1.652173913,0
A2017\student7774,48,,,,,1,,,571,0,,,,,0
A2017\student7778,5967200,1471,747,548,422,29463,273646,25749,71584,0.228579568,269039,166,0.770072993,5.069822591,1
A2017\student7791,327944,60,45,53,13,1873,669,1489,211,0.001216671,240,2,0.245283019,1.6625,0
A2017\student7795,8579056,3517,2905,621,411,44639,288372,31325,44834,0.14255741,272179,1636,0.661835749,4.49339589,0
A2017\student7799,1918400,436,314,224,146,11589,3477,9722,464,0.001001355,1214,2,0.651785714,1.582372323,0
A2017\student7802,2428336,27,20,,,179,149,136,28,6.18E-05,84,2,,1.785714286,0
A2017\student7823,1194856,580,517,53,3,5713,1542,5127,117,0.002656387,624,167,0.056603774,5.086538462,0
A2017\student7834,39360,,,,,69,,,,0,,,,,0
A2017\student7857,264960,,,,,140,15,,,7.55E-05,15,2,,1.333333333,0
A2017\student7868,0,,,,,1,,,143,,,,,,0
A2017\student7880,2400,6,6,6,,1,,,57,0,,,,,0
A2017\student7882,64,,,,,1,,,1269,0,,,,,0
A2017\student7888,200496,28,24,1,0,482,1346,287,562,0.032304884,1270,137,0,5.1,0
A2017\student7891,18240,,,,,1,,,22,0,,,,,0
A2017\student7906,5313944,1044,578,596,336,25490,35697,20760,1531,0.023350265,29820,27,0.563758389,4.161032864,1
A2017\student7911,4779840,926,737,561,229,22216,15079,18560,898,0.007233506,10167,89,0.408199643,3.400708174,0
A2017\student7936,6744672,1332,918,962,828,36846,11669,30652,2182,0.001381535,3939,56,0.860706861,2.365575019,1
A2017\student7945,6351616,1870,1336,809,534,40006,90475,33894,2440,0.061799548,81961,153,0.660074166,4.789192421,0
A2017\student7956,886832,265,235,52,,4323,2311,3542,207,0.002250708,1284,2,,1.554517134,1
A2017\student7970,2142720,156,123,46,109,8161,1113,7532,56,0.000241282,212,3,2.369565217,2.438679245,0
A2017\student7977,66240,,,,,1,,,8,0,,,,,0
A2017\student7980,,,,,,,,,,,,,,,0
A2017\student7985,17315760,3220,2551,967,1045,73291,30820,60845,4400,0.001831222,13948,119,1.080661841,2.273372527,1
A2017\student8003,412320,,,,,1,1,,,0,,,,,0
A2017\student8004,0,,,,,1,1,,,,,,,,0
A2017\student8006,2485888,132,120,19,,2003,892,1488,158,0.000251419,302,3,,2.069536424,0
A2017\student8011,1696552,246,114,140,28,7870,3395,6674,55546,0.00205063,1780,51,0.2,1.954494382,1
A2017\student8025,66240,,,,,1,10,,,0.000181159,10,2,,1.2,0
A2017\student8029,1210840,54,31,20,,1626,598,1355,42,0.000404678,238,3,,2.058823529,0
A2017\student8035,1228192,345,255,45,,7589,2513,6178,366,0.001985846,587,52,,4.155025554,1
A2017\student8043,960,,,2,,1,,,24,0,,,,,0
A2017\student8051,1526280,24,8,1,,122,82,105,60,0.000774432,74,67,,15.97297297,0
A2017\student8055,225256,23,20,,,1275,248,1118,35,0.003476045,39,65,,20.07692308,0
A2017\student8067,5560152,1384,996,405,390,23991,7209,21317,793,0.001250326,3411,67,0.962962963,2.038111991,0
A2017\student8069,1028352,116,81,118,531,4582,1577,4156,69,0.005066359,1041,88,4.5,5.004803074,0
A2017\student8070,4115208,1560,1121,130,120,24356,145506,20919,139360,0.034851701,140551,41,0.923076923,1.020426749,0
A2017\student8085,64800,,,,,10,,,,0,,,,,0
A2017\student8089,5957280,1601,1257,432,90,29515,11864,25184,2458,0.00220688,5739,327,0.208333333,2.290817216,1
A2017\student8100,1479080,216,155,204,655,6498,2620,5551,195,0.002758471,1506,3,3.210784314,2.709163347,0
A2017\student8118,2664816,7,2,1,,39,19,35,30,1.13E-05,19,2,,1.578947368,0
A2017\student8119,39360,,,,,93,,,,0,,,,,0
A2017\student8133,2232816,289,174,354,276,10781,3755,9279,669,0.001828185,1708,68,0.779661017,2.389929742,1
A2017\student8139,65760,,,,,5,,,,0,,,,,0
A2017\student8142,3169568,990,707,499,110,18675,6675,15338,921,0.001060712,1862,70,0.220440882,1.805585392,1
A2017\student8152,382896,147,110,39,,1820,650,1444,83,0.000391751,93,2,,1.612903226,1
A2017\student8157,5311344,1273,950,450,244,25013,10536,21697,810,0.003079258,6028,72,0.542222222,2.713171865,1
A2017\student8172,1900800,238,77,179,147,13217,4213,11330,686,0.00371896,1655,118,0.82122905,4.271299094,1
A2017\student8176,5265120,1449,933,257,22,28804,99328,23180,1443,0.082709226,91648,267,0.085603113,4.751593052,1
A2017\student8187,3003216,344,217,272,302,12943,36042,10895,608,0.048593574,33017,34,1.110294118,4.420056335,0
A2017\student8189,48,,,,,16,,,,0,,,,,0
A2017\student8192,1758176,103,67,205,125,5512,3160,4615,188,0.002710764,2080,88,0.609756098,2.291346154,0
A2017\student8195,39840,,,,,1,,,20,0,,,,,0
A2017\student8199,1396344,11,11,7,,197,41,169,764,0,,,,,0
A2017\student8209,48,,,,,11,,,,0,,,,,0
A2017\student8224,0,,,,,1,,,19,,,,,,0
A2017\student8257,6789032,1486,1180,466,302,27401,11730,21628,1403,0.001177635,3818,143,0.64806867,2.094028287,1
A2017\student8264,2801240,419,274,254,188,11835,4202,10219,306,0.001737802,1910,76,0.74015748,2.548691099,0
A2017\student8267,4469120,952,609,561,309,21260,6543,17703,1006,0.001394234,2601,85,0.550802139,2.39561707,0
A2017\student8288,595264,155,123,50,16,2730,1781,2078,222,0.024619329,969,9301,0.32,15.12383901,1
A2017\student8295,8152640,1915,1295,1202,340,34086,15643,28083,2942,0.002087177,7849,162,0.282861897,2.16791948,0
A2017\student8298,3177496,602,360,234,129,15217,5260,13150,1277,0.001700396,2354,55,0.551282051,2.295242141,1
A2017\student8308,0,,,,,1,1,,,,,,,,0
A2017\student8313,5738056,1643,1043,345,177,28837,11594,23638,1751,0.0017729,4715,75,0.513043478,2.157582185,0
A2017\student8317,1904968,134,98,109,154,4117,1007,3637,890,0.000535442,472,3,1.412844037,2.161016949,0
A2017\student8319,678304,113,97,67,,2851,831,2116,248,7.08E-05,35,2,,1.371428571,1
A2017\student8329,1712,,,,,1,,,26,0,,,,,0
A2017\student8337,2880,,,,,1,21,,,0.011458333,21,2,,1.571428571,0
A2017\student8349,0,,,,,9,,,,,,,,,0
A2017\student8357,1276288,244,208,179,236,5423,1726,4629,295,0.001048353,656,31,1.318435754,2.039634146,0
A2017\student8363,24000,50,50,,,1,,,15,0,,,,,0
A2017\student8387,112,,,,,10,,,,0,,,,,0
A2017\student8389,1056,,,,,139,,,,0,,,,,0
A2017\student8393,0,,,,,1,,,83,,,,,,0
A2017\student8412,7277544,1603,1105,823,414,32066,14308,27179,987,0.002601015,8025,93,0.503037667,2.358753894,1
A2017\student8416,4212320,1158,752,428,137,23444,11180,20224,816,0.004550224,7236,314,0.320093458,2.648839138,0
A2017\student8419,7010120,1932,1228,679,494,34954,7319,31003,1310,0.001036502,2013,103,0.727540501,3.609538003,0
A2017\student8467,6335136,2110,1539,726,448,34396,14358,28230,2894,0.002671292,5192,104,0.61707989,3.259437596,0
A2017\student8480,5446552,815,573,773,691,19945,14355,15717,908,0.003149699,7945,53,0.893919793,2.159219635,0
A2017\student8486,3818800,901,454,178,40,22280,364219,19045,1420,0.535124385,360466,100,0.224719101,5.669142166,1
A2017\student8500,0,,,,,1,,,6,,,,,,0
A2017\student8503,4147912,571,329,682,356,21936,7283,18943,918,0.002155783,2962,251,0.521994135,3.018906144,0
A2017\student8518,459280,81,65,21,38,1376,584,1106,127,0.002005313,353,47,1.80952381,2.609065156,0
A2017\student8522,2306688,375,207,318,242,15194,6582,13097,2537,0.005257755,4036,59,0.761006289,3.004955401,1
A2017\student8524,680328,18,4,242,269,2254,2127,1163,690,0.011469468,1922,97,1.111570248,4.059833507,0
A2017\student8532,912,1,1,,,5,100,,90,0.199561404,99,2,,1.838383838,0
A2017\student8540,56160,,,,,1,,,23,0,,,,,0
A2017\student8560,12287432,871,475,1889,2343,73189,18715,63907,2435,0.001146375,6387,68,1.240338804,2.205417254,1
A2017\student8561,4546184,802,522,437,108,20467,5842,17734,725,0.001172412,2230,94,0.247139588,2.390134529,0
A2017\student8566,6810872,1887,1057,304,140,35188,10589,30075,1941,0.003163325,4163,159,0.460526316,5.175354312,1
A2017\student8576,1379096,886,726,70,10,9587,7352,6934,1084,0.007847169,3731,160,0.142857143,2.900562852,1
A2017\student8593,5480,3,,,,144,7,52,,0,,,,,0
A2017\student8598,0,,,,,1,,,39,,,,,,0
A2017\student8599,45696,9,6,,,159,11,140,49,0,,,,,0
A2017\student8616,36960,,,,,2,17,,,0.002299784,17,34,,5,0
A2017\student8626,1675888,408,234,72,0,9978,1431,9156,608,0.000918319,487,53,0,3.160164271,0
A2017\student8631,6033248,999,678,226,32,17586,7398,14231,1482,0.001333113,2945,139,0.14159292,2.73106961,1
A2017\student8638,0,,,,,1,2,,,,,,,,0
A2017\student8665,7296,2,,1,,5,100,1,27,0.02535636,96,2,,1.927083333,0
A2017\student8670,477648,165,130,12,,3081,5738,1720,178,0.016137407,3716,3,,2.074273412,0
A2017\student8674,3221552,623,443,290,221,20433,6406,17476,574,0.001504865,2213,82,0.762068966,2.190691369,1
A2017\student8705,8535784,1494,1215,1250,761,42534,51083,34444,7211,0.018832014,42780,119,0.6088,3.757503506,0
A2017\student8724,11520,,,,,12,,,,0,,,,,0
A2017\student8730,66240,,,,,1,,1,,0,,,,,0
A2017\student8733,41280,,,86,,8,,,,0,,,,,0
A2017\student8747,66720,,,,,7,,,,0,,,,,0
A2017\student8753,2574296,664,448,458,113,12305,4203,10294,501,0.002141945,1174,128,0.246724891,4.696763203,1
A2017\student8754,6315704,1869,1387,395,126,32096,115910,26541,2386,0.080879028,107500,118,0.318987342,4.751702326,0
A2017\student8774,528,,,,,1,,,25,0,,,,,0
A2017\student8776,0,,,,,1,1,,,,,,,,0
A2017\student8780,480,,,,,1,,,40,0,,,,,0
A2017\student8794,14502696,3681,2654,1388,942,75505,81898,64277,4502,0.020441303,65970,142,0.678674352,4.493769895,1
A2017\student8797,2594720,8,4,1,,192,24,177,21,4.62E-06,9,2,,1.333333333,0
A2017\student8801,36000,,,,,1,1,,,0,,,,,0
A2017\student8815,6452704,1145,812,693,458,35612,10778,30456,1773,0.001481239,4370,49,0.660894661,2.187185355,1
A2017\student8819,1003232,100,89,15,,3,,,,0,,,,,0
A2017\student8846,280632,88,53,27,,1377,838,1057,208,0.002540694,374,3,,1.906417112,0
A2017\student8853,4773640,788,570,382,523,18521,40743,15532,1483,0.033049832,37348,102,1.369109948,4.224269037,1
A2017\student8854,3682424,163,132,31,,3831,1985,3045,198,0.000413315,838,3,,1.816229117,0
A2017\student8856,1088920,163,99,86,76,6910,1746,6105,388,0.003433677,724,89,0.88372093,5.164364641,0
A2017\student8859,6861472,700,486,563,316,30162,6989,26583,684,0.001073385,2486,162,0.561278863,2.962590507,1
A2017\student8860,357736,108,99,54,35,1185,1638,914,212,0.007807433,1364,3,0.648148148,2.047653959,0
A2017\student8863,7744096,2033,1705,533,365,46556,14944,40997,3215,0.002687596,8086,165,0.684803002,2.573954984,1
A2017\student8864,3347760,696,588,177,264,11286,4385,9387,581,0.000809795,1484,3,1.491525424,1.826819407,0
A2017\student8886,3453112,36,8,,,1046,190,914,86,0.000158118,63,57,,8.666666667,0
A2017\student8892,2266672,469,319,471,0,10348,3872,8812,455,0.002617935,1593,126,0,3.725047081,0
A2017\student8909,7680,,,,,4,,,,0,,,,,0
A2017\student8923,3966136,725,551,382,610,14565,7597,12528,660,0.002609593,4961,53,1.596858639,2.086272929,0
A2017\student8954,1632376,461,314,59,122,9124,4299,7828,528,0.006023122,2594,219,2.06779661,3.790285274,1
A2017\student8957,423008,61,44,47,212,2011,561,1716,29,0.000815587,175,3,4.510638298,1.971428571,0
A2017\student8959,5316608,1831,1415,448,407,26281,39673,21905,590,0.02702569,33600,167,0.908482143,4.276339286,1
A2017\student8964,1488,,,,,1,,1,,0,,,,,0
A2017\student8971,2687296,446,255,111,19,18418,4658,15821,714,0.001644404,867,68,0.171171171,5.096885813,0
A2017\student8986,0,,,,,3,,,,,,,,,0
A2017\student8993,66240,,,,,11,,,,0,,,,,0
A2017\student8997,6852088,1828,1163,668,133,37305,11924,32141,1426,0.001493559,3907,103,0.199101796,2.619401075,1
A2017\student9029,24344,3,,11,,17,355,3,2,0.036230693,349,3,,2.52722063,0
A2017\student9048,8785032,2479,1823,520,443,46831,22057,38589,3490,0.002792477,9888,251,0.851923077,2.480987055,0
A2017\student9071,5280,,,,,1,,,20,0,,,,,0
A2017\student9073,3090936,452,234,288,49,20198,5439,17922,841,0.002316774,2516,94,0.170138889,2.84618442,1
A2017\student9081,12367376,4312,3345,1133,871,71122,98379,55639,3295,0.029412464,76389,93,0.768755516,4.76187671,0
A2017\student9097,2355688,178,161,,,1086,1709,869,918,0.004638984,1486,82,,7.35397039,0
A2017\student9105,9861272,1855,1310,637,371,49972,45252,42310,33939,0.082799562,36970,191,0.582417582,22.08571815,1
A2017\student9113,8390896,1898,1411,1304,388,37294,11461,31412,1229,0.000995007,3441,158,0.297546012,2.426329555,1
A2017\student9125,3961664,765,551,273,250,23289,8781,19615,958,0.004744976,3797,182,0.915750916,4.950750593,1
A2017\student9128,6858192,1564,1097,759,380,31607,66302,26661,1360,0.040058663,59584,168,0.500658762,4.610801557,1
A2017\student9129,72,,,,,17,,,,0,,,,,0
A2017\student9141,5067000,1460,1197,402,272,21402,9814,17537,2329,0.002636274,4984,322,0.676616915,2.680176565,1
A2017\student9155,5212800,1230,652,405,77,30969,10314,26187,2663,0.001559047,3675,90,0.190123457,2.211428571,1
A2017\student9160,528,,,2,,1,,,26,0,,,,,0
A2017\student9163,66240,,,,,1,8,,,0.001222826,8,37,,10.125,0
A2017\student9175,1164504,332,299,62,60,6163,115765,5222,580,0.468571168,114476,5,0.967741935,4.766527482,0
A2017\student9176,1794904,424,226,140,138,10636,2178,9494,380,0.001758868,856,55,0.985714286,3.688084112,0
A2017\student9188,0,,,,,10,,,,,,,,,0
A2017\student9200,9120,,,,,26,,,,0,,,,,0
A2017\student9201,3174336,296,136,359,194,21740,6190,18302,1638,0.001177254,1496,55,0.540389972,2.497994652,1
A2017\student9221,4474824,913,578,377,209,25896,8104,22308,1403,0.001507769,3330,51,0.554376658,2.026126126,1
A2017\student9238,683368,90,23,85,48,3311,445,3023,47,0.000409735,89,21,0.564705882,3.146067416,0
A2017\student9269,2054912,295,129,151,23,13390,2465,11917,523,0.001758226,791,68,0.152317881,4.567635904,0
A2017\student9272,0,,,,,1,1,,,,,,,,0
A2017\student9273,14304,5,2,1,0,26,759,11,324,0.141708613,746,3,0,2.717158177,0
A2017\student9275,6315944,1386,862,403,334,40197,12760,35743,1919,0.003417541,7500,125,0.828784119,2.878,1
A2017\student9281,4306488,1373,898,381,376,19588,7682,16590,854,0.002524099,3803,162,0.98687664,2.858269787,0
A2017\student9296,2175880,12,6,2,,174,71,138,41,1.38E-05,19,2,,1.578947368,0
A2017\student9307,12132608,2779,1981,1586,1073,59229,150522,50050,6372,0.052304995,139528,191,0.676544767,4.548162376,0
A2017\student9315,1726280,584,499,,,7399,17107,5219,2520,0.025954075,13727,150,,3.263932396,0
A2017\student9318,6018240,1124,884,440,488,31168,282112,25437,3128,0.238183256,274565,187,1.109090909,5.220781964,0
A2017\student9321,40320,85,85,,,437,,,,0,,,,,0
A2017\student9340,55680,,,,,5,,,,0,,,,,0
A2017\student9352,0,,,,,1,,,44,,,,,,0
A2017\student9358,66720,,,,,1,,,19,0,,,,,0
A2017\student9359,2880,,,,,4,,,,0,,,,,0
A2017\student9361,24608,,,,,1,1,,,0,,,,,0
A2017\student9385,569008,41,20,90,301,3965,1170,3474,41,0.002643197,556,3,3.344444444,2.705035971,0
A2017\student9388,1616808,312,227,163,155,9033,2654,8031,240,0.002212384,1090,69,0.950920245,3.281651376,0
A2017\student9391,5037960,807,495,557,375,29411,6805,25676,856,0.000743158,1876,39,0.673249551,1.995735608,0
A2017\student9416,9700760,2326,1577,776,371,51878,40999,45014,1802,0.012981354,31914,151,0.478092784,3.945885818,1
A2017\student9438,509992,112,48,5,0,3180,851,2843,311,0.001994149,396,3,0,2.568181818,0
A2017\student9439,5395520,1979,1274,555,447,25400,160348,21643,1400,0.149190254,155262,163,0.805405405,5.184520359,0
A2017\student9447,512,,,,,1,1,,,0,,,,,0
A2017\student9451,2381512,488,260,154,403,13291,3857,11587,525,0.003679175,1648,57,2.616883117,5.316747573,0
A2017\student9458,224,,,1,,4,,,,0,,,,,0
A2017\student9464,2661520,724,553,295,80,13163,4228,10883,531,0.001292119,1287,64,0.271186441,2.672105672,0
A2017\student9466,1080,,,,,1,8,,,0.096296296,8,34,,13,0
A2017\student9473,60960,,,,,1,,,22,0,,,,,0
A2017\student9475,9610768,1398,1012,659,507,53946,141016,45768,3638,0.06514984,130581,122,0.769347496,4.795031436,0
A2017\student9476,48,,,,,1,2,,,0,,,,,0
A2017\student9482,2536,,,,,1,8,,,0.003154574,8,1,,1,0
A2017\student9486,6446672,1357,772,660,301,36324,9910,31704,1115,0.002348654,3767,346,0.456060606,4.019378816,1
A2017\student9498,12076280,3029,2026,1197,684,49376,18083,41974,2246,0.001505762,8114,251,0.571428571,2.241064826,1
A2017\student9524,0,,,,,14,,,,,,,,,0
A2017\student9527,3550888,964,642,224,1,21838,6340,19032,662,0.002292103,2793,77,0.004464286,2.914070892,0
A2017\student9531,5039536,1407,961,349,271,25953,9390,21950,1011,0.002484356,4567,127,0.776504298,2.741405737,1
A2017\student9538,1310552,210,145,76,56,3122,3274,2541,261,0.007003156,2506,88,0.736842105,3.662410215,1
A2017\student9542,5015144,715,432,408,295,30988,9379,27053,1033,0.002654161,4637,90,0.723039216,2.870605995,1
A2017\student9547,8441344,2001,964,717,576,46229,10543,40815,1717,0.001132758,3818,83,0.80334728,2.504452593,1
A2017\student9557,64,,,,,134,,,,0,,,,,0
A2017\student9564,64320,,,,,7,,,,0,,,,,0
A2017\student9567,6998448,2289,1638,936,472,30236,106532,25357,3261,0.06332947,100230,162,0.504273504,4.421909608,0
A2017\student9569,5814400,1006,705,374,312,28030,11685,22978,1593,0.002751617,4729,270,0.834224599,3.383167689,1
A2017\student9570,2409336,384,184,112,64,12269,3429,10721,570,0.001700884,1652,68,0.571428571,2.48062954,1
A2017\student9589,14880,,,,,1,,1,,0,,,,,0
A2017\student9601,1178448,40,30,,,528,302,460,43,0.000715348,207,35,,4.072463768,0
A2017\student9613,6036424,1173,716,479,420,36024,17673,30210,2005,0.005807577,10579,204,0.876826722,3.313829284,0
A2017\student9624,26400,,,55,0,1,,,43,0,,,0,,0
A2017\student9636,28800,,,,,1,,,8,0,,,,,0
A2017\student9669,3882336,1577,1103,505,261,20504,11884,15908,2135,0.00322306,5102,251,0.516831683,2.452567621,0
A2017\student9671,6472224,2194,1082,544,45,35152,10819,29986,1713,0.003014265,4451,251,0.082720588,4.383059987,1
A2017\student9675,65280,,,,,1,,,6,0,,,,,0
A2017\student9705,3120848,639,439,632,97,17959,16032,14758,1117,0.071809329,11465,107,0.153481013,19.54696904,1
A2017\student9805,2542288,800,589,458,142,12929,7816,10770,660,0.003816247,4703,38,0.310043668,2.06293855,0
A2017\student9824,7248840,2165,1400,836,257,34746,13427,28656,1844,0.001449197,5418,112,0.307416268,1.938907346,1
A2017\student9825,2502600,457,220,203,175,9978,4310,8709,1424,0.002296811,2741,46,0.862068966,2.097044874,0
A2017\student9837,4184584,724,396,562,307,21827,7538,18615,956,0.00181165,2980,207,0.546263345,2.543959732,1
A2017\student9864,1656776,335,223,80,,10129,2781,8813,914,0.001176381,1161,3,,1.678725237,0
A2017\student9870,3226328,838,466,347,107,18669,6407,16147,743,0.003026351,3467,84,0.308357349,2.816267667,0
A2017\student9884,4760248,1599,1161,436,312,25708,9480,22301,840,0.002282024,4507,78,0.71559633,2.410250721,1
A2017\student9887,66240,,,,,1,,1,,0,,,,,0
A2017\student9897,10560,,,,,1,1,,,0,,,,,0
A2017\student9923,40,,,,,1,1,,,0,,,,,0
A2017\student9924,182280,17,16,6,,612,564,382,55,0.013089752,438,56,,5.447488584,0
A2017\student9931,2487864,197,125,48,149,66,1129,2,22,0.005151809,1117,1307,3.104166667,11.47448523,0
A2017\student9945,2448,,,,,135,,,,0,,,,,0
A2017\student9946,6034736,1066,704,512,277,25177,11444,22005,1219,0.005483587,7078,6340,0.541015625,4.675332015,1
A2017\student9949,13319704,3441,2666,1725,1540,71411,25862,60491,4224,0.003652709,11911,154,0.892753623,4.084711611,1
A2017\student9952,36000,,,,,1,1,,,0,,,,,0
A2017\student9964,4209296,880,443,420,199,27463,41806,23751,35341,0.040086751,37072,85,0.473809524,4.551602287,1
