student_assignment,total_time,compiled,compiled successfully,ran_tests,test_results,modified,add_lines,change,remove_lines,average_test_results
B2016\student5162,5908824,1849,1191,599,480,29333,13688,23621,897,0.801335559
B2016\student5170,7020736,1893,990,1021,1834,32720,24048,27238,3051,1.796278159
B2016\student5172,1446512,225,119,172,167,7367,2557,6156,640,0.970930233
B2016\student5185,12194656,5150,3122,845,1190,57438,40598,45524,5757,1.408284024
B2016\student5222,14247136,2402,1422,346,288,79216,76167,62980,22098,0.832369942
B2016\student5226,13241464,3722,1610,1196,1038,83439,21768,72189,1408,0.867892977
B2016\student5236,8181304,2368,1400,656,342,45943,12641,39956,1471,0.521341463
B2016\student5261,5292112,1007,529,485,535,31833,9878,27571,1363,1.103092784
B2016\student5263,8006104,2161,1263,1148,121,29385,13530,25420,1062,0.105400697
B2016\student5268,7118280,1912,1235,426,563,34246,15887,28659,5625,1.321596244
B2016\student5284,2506672,756,510,492,628,9048,10374,7543,813,1.276422764
B2016\student5296,26472,13,10,8,,12,74,4,,
B2016\student5298,1820760,375,212,195,305,9755,8385,7690,2353,1.564102564
B2016\student5304,4960400,1737,881,594,477,23640,20287,19369,2008,0.803030303
B2016\student5345,2304904,238,169,141,118,10838,4561,8569,334,0.836879433
B2016\student5355,368840,51,14,103,,1746,377,1557,156,
B2016\student5366,184,,,,,1,,,1,
B2016\student5370,4919336,1837,1167,472,870,22483,11158,18612,1514,1.843220339
B2016\student5378,5297552,1807,978,577,452,33689,24034,27917,2273,0.783362218
B2016\student5380,723480,170,57,91,69,4188,1837,3476,345,0.758241758
B2016\student5381,11544,,,,,7,78,,742,
B2016\student5397,12303552,3588,2150,1002,849,47386,42621,35224,11932,0.847305389
B2016\student5399,1968,,,,,6,2,,,
B2016\student5403,17998288,6569,4075,1302,1637,73476,38259,61673,5378,1.257296467
B2016\student5412,12094848,3149,1920,1086,979,62519,62845,52796,256675,0.901473297
B2016\student5413,11222768,2320,1324,768,857,62187,32882,52649,3588,1.115885417
B2016\student5420,6353544,666,313,539,595,39083,9699,34296,1018,1.103896104
B2016\student5441,5414872,3878,3163,166,138,25216,14270,21246,1507,0.831325301
B2016\student5468,8461000,2406,1582,503,852,44414,12458,39170,1117,1.693836978
B2016\student5470,9326296,2560,1694,1033,1409,41355,17126,35439,2338,1.363988383
B2016\student5475,16184480,5210,3216,1288,1329,72068,41785,56795,7570,1.031832298
B2016\student5488,474216,69,25,15,,3793,567,3382,130,
B2016\student5496,8766144,2599,1292,707,405,44954,14027,39336,1980,0.572842999
B2016\student5512,409640,58,26,36,34,3326,887,2879,39,0.944444444
B2016\student5533,3669112,565,321,327,280,18731,4454,16504,570,0.856269113
B2016\student5536,293184,69,47,31,44,1621,634,1395,157,1.419354839
B2016\student5542,6975760,1619,1004,485,330,29811,12378,25268,1265,0.680412371
B2016\student5562,16054072,5134,3199,1882,2262,75503,38364,63401,8026,1.201912859
B2016\student5573,7053544,1832,887,1229,1679,33077,15062,27180,1717,1.366151343
B2016\student5581,9350008,3465,2273,914,1143,48641,38209,41348,4876,1.250547046
B2016\student5603,4720024,1543,801,470,694,23751,17488,19429,1164,1.476595745
B2016\student5611,2525792,206,134,177,157,23266,5684,20501,1841,0.88700565
B2016\student5624,6091608,1157,483,694,452,38075,14300,32516,3110,0.65129683
B2016\student5636,14093208,5282,3319,1976,3269,50701,27853,42631,2788,1.654352227
B2016\student5659,5673720,1084,565,435,556,29451,8403,25698,1078,1.27816092
B2016\student5667,171376,54,19,4,,420,2081,294,117,
B2016\student5673,1660240,288,111,158,100,9503,2170,8492,592,0.632911392
B2016\student5693,5713552,1329,914,293,306,28586,9677,24359,1672,1.044368601
B2016\student5695,7899480,1490,915,612,533,40505,17184,34320,3781,0.870915033
B2016\student5713,6775416,1653,790,1016,998,27774,21391,22797,4275,0.982283465
B2016\student5741,8251832,2315,1437,616,992,38995,21843,31412,3095,1.61038961
B2016\student5744,10685384,5413,3752,890,1003,55989,35247,45339,5325,1.126966292
B2016\student5771,10618696,1493,608,928,1248,46401,18223,40792,2411,1.344827586
B2016\student5774,88656,52,42,10,,284,349,208,21,
B2016\student5789,3011112,788,483,237,169,13314,4778,11377,1099,0.713080169
B2016\student5800,10120712,3673,2372,811,636,50122,26873,43586,5937,0.784217016
B2016\student5804,287312,30,20,22,10,962,238,818,37,0.454545455
B2016\student5805,6005832,3251,2358,240,207,20961,10925,17299,1893,0.8625
B2016\student5813,2620216,465,272,269,212,14151,4533,12616,318,0.788104089
B2016\student5829,7954016,1151,548,388,404,35177,15380,30718,1753,1.041237113
B2016\student5830,6667248,1385,614,715,989,30584,17097,26432,3136,1.383216783
B2016\student5834,14504152,4525,2906,1223,1109,65734,34442,54672,3996,0.90678659
B2016\student5842,3674952,596,468,188,10,20645,4964,18839,702,0.053191489
B2016\student5860,8480144,2277,1378,341,328,44851,24303,38057,8196,0.961876833
B2016\student5863,15055296,4294,3146,641,441,79579,34589,69122,4054,0.68798752
B2016\student5867,9468824,2938,2015,1090,1245,46688,19908,39161,2238,1.142201835
B2016\student5882,7048,5,,1,0,258,9,27,,0
B2016\student5897,12152896,4710,3243,910,130,63595,22183,54899,3525,0.142857143
B2016\student5899,5798976,1770,926,769,1217,32866,24059,27098,3950,1.582574772
B2016\student5915,5212560,1772,1079,593,228,17187,12575,14128,1902,0.384485666
B2016\student5939,7072088,1329,573,579,535,38227,11046,33106,2239,0.924006908
B2016\student5957,6680864,2934,1947,584,461,33575,10594,29316,1476,0.789383562
B2016\student5961,6836752,1147,767,612,839,32992,23108,28059,2841,1.370915033
B2016\student6001,52032,,,,,28,80,,21,
B2016\student6008,6707248,1924,1110,710,278,31411,14704,27044,1493,0.391549296
B2016\student6010,14040824,5050,3166,983,961,70226,23953,59435,4447,0.977619532
B2016\student6018,3934440,491,237,382,426,20683,6954,17332,790,1.115183246
B2016\student6029,8873232,2054,1090,646,288,42033,42850,34564,4556,0.445820433
B2016\student6040,9344744,3047,2054,698,656,43885,14944,38263,2397,0.93982808
B2016\student6049,136,,,,,1,,1,,
B2016\student6053,3874688,876,493,310,216,19709,11592,17114,3139,0.696774194
B2016\student6054,1522960,182,79,146,266,10069,1819,9129,508,1.821917808
B2016\student6109,2665448,634,398,304,152,17258,5309,15429,544,0.5
B2016\student6121,625384,58,8,83,0,4153,640,3533,229,0
B2016\student6151,12424928,2952,1599,1227,774,52835,20338,44684,3036,0.630806846
B2016\student6184,895432,186,92,97,47,4270,2231,3728,67,0.484536082
B2016\student6198,3337832,1624,1060,439,637,16530,9142,14139,1134,1.451025057
B2016\student6227,4485960,908,356,593,517,21219,149792,18580,749,0.871838111
B2016\student6248,13027832,3531,2297,1486,2602,59645,21464,50295,3477,1.751009421
B2016\student6252,2880,6,6,,,10,,,,
B2016\student6255,8967912,2348,1125,763,289,42168,21953,35545,7242,0.378768021
B2016\student6259,4700424,1629,1129,338,286,28880,10322,24238,1757,0.846153846
B2016\student6267,3520312,1033,501,406,462,15190,12783,12008,1337,1.137931034
B2016\student6303,7025640,1017,506,506,477,44906,38174,38394,3108,0.942687747
B2016\student6321,10327768,3473,2405,1349,114,52284,521578,45474,117538,0.084507042
B2016\student6332,2192384,525,246,239,321,15119,3943,13284,697,1.343096234
B2016\student6353,2788536,1222,976,336,,15671,6729,13270,308,
B2016\student6357,493920,83,42,118,25,1814,878,1577,315,0.211864407
B2016\student6363,7457984,975,488,426,445,36470,7993,32476,790,1.044600939
B2016\student6364,11464184,3200,1715,1092,1649,44316,29376,34775,4576,1.51007326
B2016\student6369,4591608,1118,719,329,323,25961,12859,21123,1764,0.981762918
B2016\student6403,8848304,1072,556,425,476,32846,17727,27425,3472,1.12
B2016\student6410,244608,134,111,48,11,889,2025,686,526,0.229166667
B2016\student6419,13870568,2374,1523,986,844,72728,26632,64196,3834,0.855983773
B2016\student6458,3402688,852,585,396,1145,18232,9729,15158,2010,2.891414141
B2016\student6462,6723432,1761,1080,408,491,34989,12793,30245,1721,1.203431373
B2016\student6468,252472,94,71,22,,1487,2021,1106,51,
B2016\student6484,14688704,2292,1459,853,970,68056,22840,59114,5898,1.137162954
B2016\student6497,9435488,1477,718,872,1278,46605,19364,38236,7946,1.46559633
B2016\student6507,12528696,2945,1950,694,1077,63643,41191,53892,4113,1.551873199
B2016\student6516,3813008,1461,893,479,557,10942,8520,8934,1192,1.162839248
B2016\student6534,966488,131,45,90,25,7843,2729,6669,403,0.277777778
B2016\student6545,1351376,104,46,76,76,7353,2282,6358,624,1
B2016\student6547,5411544,1612,1115,492,217,30574,14161,26029,2236,0.441056911
B2016\student6548,420960,10,3,209,,1057,229,869,35,
B2016\student6550,11781776,1253,541,842,1168,49093,18693,42450,4456,1.387173397
B2016\student6571,13376920,4291,2210,1310,874,66368,22345,57703,5123,0.667175573
B2016\student6594,4639264,1892,1289,493,303,22175,13379,17376,3680,0.614604462
B2016\student6609,3389312,499,292,275,524,20357,4915,17785,473,1.905454545
B2016\student6613,6842568,2086,1374,917,886,28120,14468,24260,1374,0.966194111
B2016\student6617,1344392,320,137,199,99,10147,3566,8895,732,0.497487437
B2016\student6631,9111424,2536,1453,1488,2146,33841,18896,28386,5145,1.442204301
B2016\student6634,24,,,,,1,,,22,
B2016\student6656,1870760,796,508,260,112,9070,2728,7751,579,0.430769231
B2016\student6705,4374480,917,592,354,390,21265,14346,17213,1464,1.101694915
B2016\student6706,6031672,2401,1514,709,472,23885,19983,19575,3006,0.665726375
B2016\student6707,5832336,1488,961,388,92,35378,14558,30021,1689,0.237113402
B2016\student6719,9168,,,,,42,,,,
B2016\student6720,4657648,1565,857,994,1363,16760,13477,13998,4904,1.371227364
B2016\student6723,269160,46,9,8,0,1736,773,1478,87,0
B2016\student6728,1098768,200,127,65,10,3373,1924,2515,463,0.153846154
B2016\student6743,1374632,239,165,230,166,5154,2875,4517,335,0.72173913
B2016\student6748,7816,,,,,1,,,144,
B2016\student6776,11967792,5155,3456,654,611,65114,26093,52938,3145,0.934250765
B2016\student6781,6264144,1120,816,400,375,26795,10039,22191,1301,0.9375
B2016\student6787,783008,137,88,39,14,4661,3442,3676,281,0.358974359
B2016\student6790,1844272,406,230,142,48,10680,3854,9171,653,0.338028169
B2016\student6815,64144,30,25,5,,460,228,399,24,
B2016\student6824,14246608,4644,2949,402,167,74658,16857,67243,2567,0.415422886
B2016\student6854,1419240,300,204,47,8,12691,3294,10918,214,0.170212766
B2016\student6874,10825672,2478,1681,893,1163,85792,33501,73662,2634,1.302351624
B2016\student6877,8952312,2632,1593,953,1309,47224,22844,40170,2847,1.373557188
B2016\student6953,14221040,3714,2314,956,1238,56932,31015,48394,4423,1.294979079
B2016\student6956,4564712,477,253,372,225,29047,12199,24487,902,0.60483871
B2016\student6960,4053928,836,557,357,256,23083,8947,19446,2037,0.717086835
B2016\student6963,55704,1,1,1,,87,7,6,,
B2016\student6973,7120536,2110,1405,669,454,35127,12364,30112,1185,0.678624813
B2016\student6981,7066352,512,256,307,273,46553,411811,41324,1178,0.889250814
B2016\student6992,8578584,1477,748,1102,1254,36521,14515,31407,1415,1.137931034
B2016\student6999,6578416,1547,848,553,1127,26706,17496,21929,2360,2.037974684
B2016\student7001,18571712,4071,2731,1102,1428,113231,40898,96826,7116,1.295825771
B2016\student7045,12904,1,1,,,4,175,,1,
B2016\student7054,5917336,1463,896,439,393,25062,15177,20920,2864,0.895216401
B2016\student7067,1009792,287,230,36,,3942,1926,3276,913,
B2016\student7080,9978352,2474,1215,998,806,48506,28599,39808,6472,0.80761523
B2016\student7085,16791592,5180,3112,950,1026,69359,32075,61045,3558,1.08
B2016\student7090,3504,,,3,,24,,,,
B2016\student7119,6315456,2092,1232,553,80,31000,13614,26448,1260,0.144665461
B2016\student7162,4515360,1612,1197,403,20,22293,17399,17037,2856,0.049627792
B2016\student7165,4974808,990,573,391,496,21797,9665,17601,1860,1.268542199
B2016\student7173,9880488,2892,1873,351,364,43921,23888,35238,4842,1.037037037
B2016\student7180,4183488,1226,724,478,910,22818,17759,18263,2912,1.90376569
B2016\student7193,369176,50,21,74,0,1174,925,1007,537,0
B2016\student7249,7149264,2328,1480,1233,2229,22873,14892,18990,1671,1.807785888
B2016\student7255,182608,28,3,33,,1040,133,945,49,
B2016\student7258,9827120,3077,2075,576,651,51552,25514,44509,1773,1.130208333
B2016\student7293,6067144,1010,390,595,628,32807,16102,27559,2596,1.055462185
B2016\student7320,7759280,4102,2685,915,1617,29477,25937,21765,1847,1.767213115
B2016\student7341,10828768,2359,1121,604,502,60844,20824,52549,3280,0.831125828
B2016\student7346,6033624,1464,666,868,979,33309,13742,28569,2039,1.127880184
B2016\student7368,7924888,2846,1638,644,618,32845,15268,28228,2015,0.959627329
B2016\student7386,3116200,1100,511,303,229,20371,5953,17136,1184,0.755775578
B2016\student7392,9916216,2822,1994,717,930,54857,33361,43964,4840,1.29707113
B2016\student7411,1488,,,,,21,,,,
B2016\student7414,1784088,375,212,264,631,10891,5705,9024,687,2.390151515
B2016\student7421,462096,59,4,,,2090,1141,1683,54,
B2016\student7425,4698120,657,411,496,782,23024,12536,18823,1547,1.576612903
B2016\student7442,56,,,,,16,,,,
B2016\student7443,666672,68,30,61,62,4933,866,4394,400,1.016393443
B2016\student7457,5093712,1050,616,545,615,28061,18012,22650,1553,1.128440367
B2016\student7485,8968872,1522,887,268,251,46304,16214,39248,5698,0.936567164
B2016\student7495,2586720,411,38,318,0,13185,3609,11654,421,0
B2016\student7496,424808,100,28,25,10,2887,633,2542,107,0.4
B2016\student7507,6067472,2429,1599,638,434,21716,14653,17921,1099,0.680250784
B2016\student7525,0,,,,,2,19,,,
B2016\student7540,6745216,1144,692,588,579,29008,13436,23937,2319,0.984693878
B2016\student7589,80,,,,,1,1,,,
B2016\student7597,406720,3,2,,,217,746,1,,
B2016\student7616,8943080,4072,2633,1193,1776,30042,24551,24437,2121,1.48868399
B2016\student7665,18174416,4531,2216,1361,1578,79274,42156,63812,7192,1.159441587
B2016\student7671,3338448,761,452,286,344,19448,10527,16340,2045,1.202797203
B2016\student7673,3843152,705,226,319,524,27393,7713,23913,955,1.642633229
B2016\student7678,9937568,1377,782,657,1046,40101,20725,33707,2609,1.592085236
B2016\student7704,706744,129,23,145,50,5812,1064,5117,165,0.344827586
B2016\student7713,12406328,1828,1295,699,1430,66105,22353,56632,2781,2.045779685
B2016\student7735,7473800,4561,3216,1131,38,25427,16029,20511,1549,0.033598585
B2016\student7755,14778400,6459,4825,874,539,78226,32923,64750,5943,0.616704805
B2016\student7773,3817288,689,365,306,427,20304,13725,16528,3424,1.395424837
B2016\student7774,11549520,3295,2020,706,1106,55207,82171,44156,6184,1.566572238
B2016\student7791,12749832,3897,2791,1224,841,64209,31318,52350,3923,0.687091503
B2016\student7799,2769600,428,187,272,277,17837,7621,14666,1781,1.018382353
B2016\student7802,13788392,4458,2810,1004,1450,61126,35374,51423,4309,1.444223108
B2016\student7810,8571128,2324,1338,575,485,40850,16740,35216,1453,0.843478261
B2016\student7830,11168,2,2,,,108,35,73,1,
B2016\student7837,1052048,423,328,165,310,3536,7176,2349,559,1.878787879
B2016\student7888,13897960,2860,1391,2105,1879,47541,30959,39025,3359,0.89263658
B2016\student7891,9157528,2600,1663,735,881,48332,24303,39406,3703,1.198639456
B2016\student7911,1051696,222,138,159,59,4853,1894,4016,286,0.371069182
B2016\student7933,1118624,179,72,140,88,7572,1612,6653,216,0.628571429
B2016\student7956,925464,116,47,88,75,5773,2413,4961,367,0.852272727
B2016\student7970,2721640,502,264,220,245,16938,5270,15308,1152,1.113636364
B2016\student7980,1134208,314,166,97,36,3575,2843,2998,1448,0.371134021
B2016\student7985,8182744,2588,1686,543,450,24720,20058,20173,3198,0.828729282
B2016\student8006,5993864,1241,754,521,687,27162,14186,21613,2829,1.318618042
B2016\student8029,3801288,1059,611,343,172,15959,15940,13120,1187,0.501457726
B2016\student8035,132016,36,21,24,,635,221,518,23,
B2016\student8043,3386856,784,420,195,129,17384,5769,14780,1412,0.661538462
B2016\student8051,8556744,2167,1079,659,1041,39839,19401,32959,2044,1.579666161
B2016\student8055,4173488,861,491,382,626,17057,8342,14290,1951,1.638743455
B2016\student8067,1916752,781,542,217,153,8944,3716,7669,1230,0.705069124
B2016\student8069,131712,23,14,15,,482,692,393,121,
B2016\student8085,5027800,584,289,511,546,30437,5953,27851,1047,1.068493151
B2016\student8089,825384,159,74,73,69,5621,1333,4879,187,0.945205479
B2016\student8100,8957216,1753,1094,864,1175,39634,15769,33372,1930,1.359953704
B2016\student8110,8188360,1960,1173,661,1180,42038,15380,33535,2451,1.785173979
B2016\student8118,10119912,4315,2577,1267,1574,46975,22715,37433,2258,1.242304657
B2016\student8119,112,,,,,93,,,,
B2016\student8133,1494872,226,110,216,126,8832,3396,7591,1361,0.583333333
B2016\student8139,8506720,1991,1287,317,172,44586,17729,38517,2532,0.542586751
B2016\student8152,2292288,529,247,264,264,13183,9591,10697,908,1
B2016\student8157,1955312,651,382,137,50,9421,4834,7692,688,0.364963504
B2016\student8187,1504840,186,44,211,285,10456,5111,8663,918,1.3507109
B2016\student8192,787480,131,54,120,211,5922,2885,4868,130,1.758333333
B2016\student8195,739592,505,197,235,16,3595,709,3174,99,0.068085106
B2016\student8199,7425312,2672,1609,600,467,34579,24999,27256,5206,0.778333333
B2016\student8222,2686680,630,427,305,143,16669,7533,13570,995,0.468852459
B2016\student8224,7297752,1172,488,426,455,42177,13906,37330,2093,1.068075117
B2016\student8264,4012272,925,459,546,620,19195,7693,16394,1441,1.135531136
B2016\student8288,1003536,103,32,253,61,5966,1528,5070,131,0.241106719
B2016\student8295,1682216,633,330,300,336,6203,4335,5199,622,1.12
B2016\student8317,5380536,1056,373,433,364,25752,12301,21130,2376,0.840646651
B2016\student8319,929160,94,29,250,85,4025,5928,3343,957,0.34
B2016\student8329,2486616,438,229,288,427,15916,7509,13107,857,1.482638889
